ID,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS
4c93f375-9283-4e9f-9e61-f3f7d91992df,2004-08-27,,999-82-6979,,,,Treasa448,Roberts511,,,,black,west_indian,F,Arlington village,250 Feest Bay Unit 19 Cincinnati Ohio 45202 US
0da940e1-65c0-4a42-9320-77fbb2b8be92,1968-08-11,,999-31-3671,S99926307,X27567797X,Mr.,Earl438,Upton904,,,M,white,russian,M,Cleveland,504 Jacobson Gateway Hopewellship Ohio  US
11cf86de-a644-4635-95b0-a7f947dd7765,1941-12-19,1943-07-16,999-43-4772,,,,Sam879,Romaguera67,,,,white,english,M,Sciotoship,124 Kilback Vale Suite 80 Hamilton Ohio 45011 US
b9e6b7f4-47df-4e12-8643-d69323bf8d16,1956-10-11,,999-75-2883,S99948992,X49733355X,Mr.,Kraig824,Lockman863,,,M,white,french,M,Campbell,891 Johnston Fort Unit 93 Kettering Ohio 45409 US
fc8cfd94-e635-47a3-a5c9-360daac9b5a1,1993-07-29,,999-35-3744,S99932071,X50986408X,Ms.,Candelaria844,Sporer811,,,,white,portuguese,F,Cleveland,687 Buckridge Track Suite 77 Columbus Ohio 43002 US
f907643b-a6a5-411e-becc-0abc617d2f73,1963-09-27,,999-50-3562,S99996200,X69364726X,Mr.,Rudolf736,Bartoletti50,,,S,white,italian,M,Bowling Green,152 Kovacek Promenade Columbus Ohio 43002 US
2b52e4ae-1822-4730-8a74-c68d67698be1,2012-06-23,,999-62-7320,,,,Edgar153,Nitzsche158,,,,white,french,M,Cincinnati,217 Lesch Glen Cincinnati Ohio 45202 US
4e360e1e-1093-48eb-8cac-efa8d05dcf41,2010-05-18,,999-62-5329,,,,Pauletta164,Little434,,,,white,portuguese,F,Van Wert,457 Fahey Lane Suite 8 Mansfield Ohio 44901 US
2fe462ab-38ee-45b7-9a91-bcc07de9d320,2003-11-14,,999-73-4156,,,,Ela754,Miller503,,,,asian,chinese,F,Cincinnati,992 Yost Extension Apt 5 Xenia Ohio 45385 US
bbdfb3ea-4130-4a40-bf59-e08feace793f,1992-04-16,,999-70-9830,S99970999,X27766730X,Mr.,Adalberto916,Grady603,,,,white,english,M,Bowling Green,478 Jenkins Mission Hamilton Ohio 45011 US
5bd0ba23-8d36-40f6-bacb-b8e10a71d5d3,2014-11-10,,999-98-6647,,,,Garland107,Schinner682,,,,white,french,M,Mason,1060 Steuber Neck Apt 99 Cincinnati Ohio 45202 US
e181a8cd-651f-4a0f-b00f-ecde941b3cda,1953-12-29,2001-01-08,999-36-3700,S99964873,X81982351X,Ms.,Alishia395,Hamill307,,,S,white,french,F,Fremont,504 Ruecker Esplanade Cincinnati Ohio 45202 US
6e7e736e-fb51-4e2b-959d-8b834e3ac4eb,1965-06-01,,999-65-6811,S99912169,X21180765X,Mr.,Rashad361,Corkery305,,,S,white,american,M,Aberdeen village,136 Vandervort Vista Suite 19 Cincinnati Ohio 45202 US
d2cbe6ed-6697-4dee-aec5-9be3ab29d576,2002-11-03,,999-93-9870,,,,Marc757,Goodwin327,,,,white,english,M,Shaker Heights,803 Balistreri Heights Dover Ohio 44622 US
a29ac863-8ead-428b-90c0-18aca23f1c8a,1965-03-09,,999-53-9666,S99934646,X66412651X,Ms.,Shameka870,Goldner995,,,S,white,greek,F,Fairview Park,558 Emard Center Kettering Ohio 45409 US
71cccf70-cf51-4473-8ced-13100e154863,1999-09-15,,999-93-3520,S99933208,,Ms.,Glinda951,Cummerata161,,,,white,italian,F,Columbus,255 Hand Glen Cincinnati Ohio 45202 US
5c5da133-9ee7-47db-bf6b-2b41467785ef,2017-01-06,,999-21-7983,,,,Laverne101,Prosacco716,,,,white,american,M,Maumee,796 Connelly Crossroad Circleville Ohio 43113 US
e4a32a38-6fe3-4fee-90ef-a3f691c6449d,1964-12-13,2005-08-28,999-12-2861,S99940536,X84124227X,Mr.,Mario764,Peña909,,,M,black,dominican,M,Portership,386 Mohr Parade Toledo Ohio 43537 US
0b1310d6-9ba8-4231-af57-7d3153610c89,1962-05-24,,999-34-9788,S99997081,X46755009X,Mr.,Antwan357,Bode78,,,M,white,italian,M,Cleveland,781 Gorczany Branch Highland Heights Ohio 44143 US
fd174f22-f5bd-40bc-930a-b29b7502ec04,2004-12-03,,999-36-4278,,,,Theodore876,Will178,,,,white,english,M,Hamilton,505 Emmerich Landing St. Marys Ohio 45885 US
5b56f654-41e3-4f6c-8315-4f9145926f44,2003-02-23,,999-48-1182,,,,Marco578,White193,,,,black,african,M,Dayton,569 Emmerich Village North Olmsted Ohio 44070 US
99cac23f-85fd-4315-852d-a420f1b92f09,1936-05-15,,999-95-5626,S99921981,X29822443X,Ms.,Hui924,Monahan736,,,S,white,italian,F,Akron,248 Kreiger Haven Pebbleship Ohio  US
08997796-4331-4f0d-a9a0-d46ebba844ee,1997-05-22,,999-99-5568,S99949417,X27101614X,Mr.,Larry532,Lind531,,,,white,american,M,Pulaskiship,312 Medhurst Loaf Ashland Ohio 44805 US
73d9ab0d-7cc1-469f-98cf-e4e68f1d3e57,2004-10-12,,999-53-2607,,,,Clark193,Halvorson124,,,,white,irish,M,Grandship,437 Adams Camp Akron Ohio 44203 US
26b011e1-6fee-4ec9-8295-9ebc140e786c,1991-08-29,,999-41-7182,S99974906,X20643124X,Mr.,Ashley34,Sanford861,,,,white,irish,M,Ravenna,404 Cruickshank Estate Unit 96 Akron Ohio 44203 US
29bb9b67-73e2-41b4-9433-557063a62365,1985-08-04,,999-45-5129,S99975222,X76238081X,Mrs.,Gertrude228,Nitzsche158,,Schneider199,M,white,french_canadian,F,Poland village,644 Parisian Loaf Unit 41 Toledo Ohio 43537 US
a148a85f-1f0e-446e-a446-235c30a893a9,1964-03-04,,999-39-5995,S99963987,X72142026X,Mrs.,Ilda728,VonRueden376,,Robel940,M,white,polish,F,Sheffield Lake,209 Satterfield Quay Mason Ohio 45036 US
daa81220-3d0b-4ff2-a3e6-f7104aaf1206,1975-08-07,,999-61-4134,S99922112,X35673906X,Mr.,Lane844,Klocko335,,,M,white,greek,M,Dayton,720 Steuber Promenade Canton Ohio 44641 US
b5287f1b-0cb0-49f0-953e-f9c8cac1065c,1952-03-03,,999-24-8060,S99977667,X37032781X,Mrs.,Angelia425,Ebert178,,Armstrong51,M,white,italian,F,Columbus,334 Koelpin Row Brunswick Ohio 44212 US
8b7f5f26-bea5-4ba3-96c2-bda8c79651ac,1982-12-20,,999-46-3136,S99910372,X81201243X,Mrs.,Mireya881,Collins926,,Frami345,M,white,irish,F,Mentor,592 Nicolas Green Bedford Heights Ohio 44128 US
ec328852-6ca7-4dd9-a01c-9a24ef370073,1978-10-18,,999-19-1282,S99937703,X68838243X,Mrs.,Cathey606,Green467,,Waelchi213,M,white,french,F,Columbus,516 Cole Grove Pataskala Ohio 43062 US
8dec7d07-b039-4039-b958-0650c1c9e96c,1975-01-28,,999-11-6741,S99997775,X85996058X,Mr.,Kelley882,Conn188,,,M,white,italian,M,Cleveland,473 Cronin Highlands Apt 24 Ballvilleship Ohio  US
8f37fb9f-86cf-4773-9fc2-841850a34c46,1978-04-21,,999-66-3110,S99999318,X64801529X,Mr.,Cary869,Homenick806,,,M,white,portuguese,M,Newton Falls village,657 Kertzmann Trafficway New Philadelphia Ohio 44622 US
c00c975a-6ea8-4a71-80db-f27686a37af5,1957-04-15,1958-03-03,999-60-2095,,,,Wade235,Beier427,,,,white,english,M,Avon Lake,844 Crist Plaza Unit 85 Piqua Ohio 45356 US
2ea9c6d6-6754-433b-b550-e261763a5776,1981-02-13,,999-37-5319,S99985692,X79747302X,Mr.,Jorge203,Metz686,,,S,white,french,M,Fallsship,613 Christiansen Gardens Suite 71 Cleveland Ohio 44101 US
dddbd62f-dc98-4444-882f-ceeab5a7ca06,2017-09-18,,999-15-7238,,,,Jonas187,Carter549,,,,white,swedish,M,Waterville,812 Brakus Trailer Apt 30 Piqua Ohio 45356 US
a4fd61d6-9597-48f1-bf92-6f085acd06d3,1993-09-13,,999-25-7266,S99929038,X31759685X,Ms.,Rayna237,Lubowitz58,,,,white,polish,F,Orangeville village,310 Schiller Heights Apt 7 Dayton Ohio 45377 US
7a7fbe52-a2b3-4f02-a41b-73cadb29e88c,1982-08-24,,999-24-9105,S99967015,X59608908X,Mr.,Monty345,Corkery305,,,M,white,portuguese,M,Columbus,805 Barrows Village Apt 52 Austintownship Ohio  US
11fc5530-3f85-497e-a0d7-d3d29532f0c3,1972-10-19,,999-43-6262,S99959968,X71278263X,Mr.,Orville751,Kessler503,,,S,white,irish,M,Euclid,423 Larkin Boulevard St. Clairsville Ohio 43950 US
a5cf5783-c63c-4e94-a487-1ff2771a8360,2003-10-21,,999-14-6697,,,,Raymundo71,Ullrich385,,,,white,french_canadian,M,Lebanon,1095 Hane Route Cleveland Ohio 44101 US
1f1228a2-f7cb-4943-804c-39fe6c989d9b,2001-10-10,,999-94-6341,S99932836,,,Versie644,Konopelski743,,,,white,portuguese,F,Toledo,604 Mraz Rest Norwalk Ohio 44857 US
f3eadec5-7221-4b6a-92ff-bc3cc5528e9d,1956-09-02,,999-70-9140,S99929854,X74201311X,Mrs.,Raguel228,Wilderman619,,Lindgren255,M,black,west_indian,F,Toledo,708 Bednar Mill Wickliffe Ohio 44092 US
ee4a6d0e-8eef-4312-980a-e49a0839cccb,2009-02-28,,999-92-4474,,,,Ruthie901,Daugherty69,,,,white,french,F,Brecksville,938 Reichert Rapid Colebrookship Ohio  US
ff6a92a7-6d5c-4a9c-b5a4-8edbd28be47f,2008-11-30,,999-47-4152,,,,Carlos172,Schmeler639,,,,black,west_indian,F,Akron,787 Parisian Divide Unit 63 North Olmsted Ohio 44070 US
adb84f19-99f2-49b6-ad26-1d7ee142bfd0,1956-05-09,,999-71-9205,S99989001,X80936115X,Mr.,August363,Schuppe920,,,M,white,french_canadian,M,Delhiship,274 Considine Quay Suite 50 Harrison Ohio 45030 US
223b78d2-d441-4457-bc2f-aaa7896608b9,1983-04-20,,999-19-2335,S99998944,X33850047X,Mrs.,Teresa94,Rojas511,,Casárez469,M,hispanic,mexican,F,Columbus,227 Morissette Trafficway Apt 46 Wauseon Ohio 43567 US
b5058250-32d8-4f14-a561-9d01453963e5,1966-05-27,,999-76-7222,S99939538,X34095500X,Ms.,Vernetta697,Mante251,,,S,white,irish,F,Mayfield village,827 Schimmel Terrace Carrollship Ohio  US
77baf4c2-9647-42d5-aa15-a08333d3a0d5,2010-06-08,,999-60-6450,,,,Nichole96,Crooks415,,,,white,irish,F,Silver Lake village,858 Hoppe Trailer Norwalk Ohio 44857 US
b8ce2f65-1b39-41e3-bcef-5abc6be219b0,1960-10-17,,999-50-5911,S99958814,X48614083X,Mrs.,Londa304,Abbott774,,Goodwin327,M,white,italian,F,Marietta,744 Donnelly Brook Kettering Ohio 45409 US
cc49e1c9-15d5-44ed-9155-d83e14f4b89d,2009-08-05,,999-12-8502,,,,David908,Balistreri607,,,,white,polish,F,Brunswick,276 Mraz Fort Mentor Ohio 44060 US
151766b7-fc4f-44ea-b549-c05e44f42d95,2007-11-03,,999-48-6921,,,,Ezequiel972,Hickle134,,,,black,west_indian,M,St. Clairship,1073 Turcotte Drive Unit 5 Toledo Ohio 43537 US
9007ab8c-9e1d-4eac-ab8c-23076d3a1faf,1953-07-11,,999-18-1427,S99989454,X75656669X,Mr.,Jerold208,Cole117,,,M,white,english,M,Cleveland,1045 Hagenes Arcade Groveport Ohio 43110 US
814d4a6c-0612-49ee-ab91-5cd304c5092d,1989-11-21,,999-40-8744,S99998748,X82485166X,Ms.,Pia232,Beer512,,,S,white,irish,F,Harrison,247 Abernathy Mission Columbus Ohio 43002 US
bf954e0f-5196-480d-812a-2e5e87602a19,1995-10-30,,999-50-4312,S99966464,X40866410X,Ms.,Camellia58,MacGyver246,,,,white,polish,F,Lakewood,731 Flatley Bridge Springboro Ohio 45005 US
7f6880d7-bddb-4462-b8c3-e444cb603667,2014-10-04,,999-32-2943,,,,Stefan297,Keebler762,,,,asian,chinese,M,Bowling Green,1029 Rowe Junction Westerville Ohio 43081 US
e89f6365-eb89-46d0-94c8-f94b75d8ec53,1939-07-15,,999-66-6345,S99950080,X2778269X,Mrs.,Marisela850,Vandervort697,,Walter473,M,white,american,F,Toledo,543 Little Walk Apt 51 Fremont Ohio 43420 US
9c3a5b96-35c9-46ec-ab29-9afbd5f8e3b5,2009-02-09,,999-13-1673,,,,Fanny438,Bailey598,,,,white,american,F,Columbus,265 Kessler Passage Cleveland Ohio 44101 US
b40be00c-369f-4164-8b79-d146ff525de3,1986-06-01,,999-87-4573,S99941618,X12276711X,Mrs.,Leone669,Grant908,,Torphy630,M,black,west_indian,F,Canton,471 Leffler Park University Heights Ohio 44118 US
55b83887-dfc7-4969-8b98-80dc24b3e06d,1910-06-25,1939-02-04,999-23-3530,S99950733,X36331401X,Mr.,Toby274,Dooley940,,,M,white,german,M,Shaker Heights,609 Hessel Byway Canal Fulton Ohio 44614 US
3832bc78-b181-4867-88b8-744b70c8edc8,1952-01-28,,999-64-1489,S99943327,X64290877X,Mr.,Omer483,Block661,,,M,white,portuguese,M,Springfieldship,142 Hoppe Camp Suite 23 Columbus Ohio 43002 US
d10b281b-cd53-462f-a454-aa8df1608bd2,1968-03-14,,999-83-4414,S99995928,X15244321X,Mr.,Young120,Jacobi462,,,S,white,italian,M,Toledo,780 Moore Manor Suite 82 Perrysburg Ohio 43551 US
1ac3216f-fc5b-479b-9f28-06cdb3d3d3a7,1942-08-25,,999-94-3563,S99935207,X34072132X,Mr.,Carmelo33,Rippin620,,,M,white,english,M,Toledo,437 Kautzer Fork Columbus Ohio 43002 US
0bc70516-80f3-4f7c-8830-a59326681376,1936-12-15,2000-05-30,999-95-3758,S99911839,X64609020X,Mrs.,Shantelle354,Nienow652,,Kuhn96,M,white,irish,F,Sycamoreship,384 Gerlach Crossing Suite 87 Canton Ohio 44641 US
a7b649dc-47b3-4645-bdf5-ee42a08fc1e6,1964-03-04,2006-02-01,999-62-7718,S99993245,X55382530X,Mr.,Jaime666,Negrete68,,,M,black,dominican,M,Canton,1022 Weissnat Ranch Apt 59 Parma Heights Ohio 44130 US
526f7469-5613-4d26-9f6f-90c124ef123e,1960-05-20,,999-73-9877,S99972792,X48701340X,Mrs.,Torri758,Marks830,,Kerluke267,M,white,english,F,Cleveland,383 Welch Lock Unit 79 Newark Ohio 43023 US
2e23ecfd-b1b7-4d2f-a62b-eda6b1100674,2000-10-10,,999-19-1737,S99971564,,,Twyla619,Cummings51,,,,white,irish,F,Toledo,1026 Hodkiewicz Well Suite 44 Rileyship Ohio  US
04d49da1-d2b4-448e-b294-9b94c3ca2d72,1911-02-02,1969-03-06,999-69-8529,S99966582,X14712492X,Mrs.,Yvonne357,Morissette863,,Moore224,M,white,italian,F,Lakewood,495 Shields Course Suite 26 Cincinnati Ohio 45202 US
262e6a62-d7d2-47c7-9c77-fca857f96500,2014-01-09,,999-58-5099,,,,Sherrie396,Stark857,,,,white,french_canadian,F,Golf Manor village,1012 Boyer Junction Cincinnati Ohio 45202 US
7c061260-8324-47f7-bf42-38f1db93a0dc,1937-09-13,1955-08-15,999-75-4453,S99942327,,,Micah422,Littel644,,,,white,french,M,Randolphship,383 Graham Well Unit 12 Pleasantship Ohio  US
31bb6873-749b-429d-bf68-23746f20ed97,1976-01-18,,999-61-6918,S99954669,X11910619X,Mrs.,Yasuko490,Stark857,,Stanton715,M,black,dominican,F,Springdale,286 Hickle Viaduct Apt 34 Parma Heights Ohio 44130 US
12028c64-8e45-4d05-842d-4c8b583ffd7c,1971-02-02,,999-56-4132,S99970028,X73199479X,Mr.,Beau391,Smitham825,,,M,white,german,M,Colerainship,193 Roberts Arcade Dayton Ohio 45377 US
ee402e8e-0a5a-48a4-954f-b8679d7ec1da,1965-02-14,,999-43-5695,S99950767,X61598877X,Mrs.,Niki25,Gulgowski816,,Cartwright189,M,white,italian,F,Wyoming,1063 Schultz Passage Canal Fulton Ohio 44614 US
1baf4da8-91f3-4eea-99c3-327bb74a4473,1977-09-19,,999-22-8325,S99984439,X8902606X,Mr.,Bo157,Powlowski563,,,M,white,german,M,Cleveland,489 Dietrich Village Apt 7 Conneaut Ohio 44030 US
8ca9fc5a-bac4-4d20-bc29-2a4c53e7d834,1950-07-29,2010-01-02,999-59-3410,S99930286,X33164138X,Mr.,Alonso270,Kautzer186,,,M,white,italian,M,Euclid,736 Rau View Parma Heights Ohio 44130 US
ff0bd297-3c02-4f2f-9ea1-90b201f460bf,2003-10-27,,999-73-5109,,,,Shanelle862,Ziemann98,,,,white,french,F,Marysville,904 Rosenbaum Plaza Suite 31 Canton Ohio 44641 US
73c803b2-5381-40e3-adef-5c520d96aa47,1960-07-08,,999-75-6414,S99945179,X27046566X,Mrs.,Mazie442,Leannon79,,Spinka232,M,white,german,F,St. Clairship,504 Medhurst Route Unit 41 Canton Ohio 44641 US
c56a61bd-c054-49dc-b378-5de6cbae18d2,1989-05-13,,999-24-2991,S99926206,X28475559X,Mr.,Hassan290,Denesik803,,,M,white,italian,M,The Village of Indian Hill,684 McKenzie Rapid Suite 7 Cleveland Ohio 44101 US
b1ede48d-1249-464b-8a1f-a433800f877c,1985-09-19,,999-29-4263,S99957051,X68153698X,Mrs.,Elana101,Mitchell808,,Spencer878,M,white,irish,F,Rootstownship,608 Fay Rest Suite 54 Pleasantship Ohio  US
d447ee05-30b8-4855-9aa8-0e97c1e43b7f,2000-03-01,,999-88-2016,S99984272,,Mr.,Andrea7,Rodriguez71,,,,white,italian,M,Seven Hills,625 Vandervort Rapid Apt 15 Columbus Ohio 43002 US
3a3621bd-e233-47f0-a109-015f07def113,1995-08-01,,999-54-8165,S99925253,X22464273X,Mr.,Nolan344,Murphy561,,,,asian,chinese,M,Ashville village,935 D'Amore Crossing Apt 92 Westerville Ohio 43081 US
382475e6-63be-4a32-acae-bc941e463b06,2001-05-31,,999-12-6727,S99936375,,,Gerardo48,Haro814,,,,hispanic,puerto_rican,M,Dayton,514 Bayer Highlands Parma Heights Ohio 44130 US
687e1ce3-a7ba-4bd5-bfb4-2edc8399b34b,1999-11-29,,999-76-5009,S99929451,,Ms.,Pearle865,Schuster709,,,,black,dominican,F,Cleveland,826 Moore Estate Wooster Ohio 44691 US
35fffae4-b4d3-449a-bef9-75c31c056ddd,1965-11-12,,999-45-4380,S99973633,X754508X,Mr.,Issac619,Reilly981,JD,,M,white,american,M,Columbus,520 Trantow Parade Unit 71 Avon Ohio 44011 US
acc9343c-afc7-4db2-aae7-806428113835,1993-04-09,,999-70-4298,S99948203,X18909752X,Ms.,Shaniqua618,Shields502,,,,white,irish,F,Dayton,1009 MacGyver Flat Suite 39 Akron Ohio 44203 US
ae4196bc-5236-4805-8370-d154835682de,2012-09-17,,999-33-3162,,,,Edie35,Smith67,,,,white,french,F,Akron,286 Nicolas Estate Suite 39 Columbus Ohio 43002 US
6e7fe0cc-f735-4a8d-b5fb-87844c34f719,1997-06-03,,999-33-4648,S99979292,X6420352X,Mr.,Lyman173,Wiegand701,,,,white,scottish,M,Rocky River,265 Mueller Drive Muskingumship Ohio  US
cf7eb255-2fb1-4319-8ea6-b241c010f6af,1998-05-29,,999-14-7128,S99917544,,Ms.,Vonda514,Crooks415,,,,white,italian,F,Perrysburg,163 Prosacco Orchard Streetsboro Ohio 44236 US
c80fbc29-97c8-452a-b54e-6329ff1605f3,1989-09-19,,999-56-4576,S99927882,X55098922X,Mr.,Rico947,Reilly981,,,M,white,irish,M,Dayton,745 Williamson Club Apt 0 Mansfield Ohio 44901 US
d1140aa9-fc51-4a8b-bff7-6f5c3dfc513c,2006-09-07,,999-81-7706,,,,Dolores502,Delapaz125,,,,black,west_indian,F,Canton,922 Lind Stravenue Unit 43 Vandalia Ohio 45371 US
be591c49-b323-4e1e-a03f-28fabee9fcf5,1976-10-08,,999-65-9602,S99988308,X58446998X,Mrs.,Eleonor544,Boyer713,,Cormier289,M,black,african,F,Tivertonship,1072 Thiel Neck Suite 98 Parma Ohio 44109 US
47d9e445-9099-4819-86c1-721dc7961e9f,1987-05-22,,999-22-5730,S99959736,X27340766X,Mrs.,Tommie457,Jaskolski867,,Emard19,M,white,italian,F,Cleveland,923 Maggio Wynd Columbus Ohio 43002 US
af0166a5-4f09-44cd-a1b1-565916b00884,1992-05-04,,999-62-2067,S99957388,X20250560X,Ms.,Blair400,Fay398,,,,white,italian,F,Jackson,394 Champlin Street Apt 5 Bainbridgeship Ohio  US
8b1ef3a3-20bd-4cc9-b1e7-3aff5e97b02f,1998-06-10,,999-76-3121,S99928430,,Ms.,Barrie587,Cummings51,,,,white,polish,F,Parkmanship,737 Erdman Pathway Unit 38 Lima Ohio 45801 US
1f429af7-a09a-47ff-ab08-199dfb77e963,2016-03-14,,999-93-6112,,,,Fermin479,Larson43,,,,white,english,M,Washington Court House,585 Stehr Vale Ironton Ohio 45638 US
b569386b-473a-4117-a5ac-5d7b85f6a390,1991-12-24,,999-31-4265,S99981414,X7625695X,Ms.,Terrilyn343,Dare640,,,,black,west_indian,F,Marion,575 Schuppe Vale Unit 32 Parma Ohio 44109 US
427b682c-20ab-47b5-b398-7e2e58ad1e79,2004-06-29,,999-99-3187,,,,Tommy814,Feest103,,,,white,english,M,Colerainship,516 Johns Forge Apt 97 Wellston Ohio 45692 US
94505d56-b15c-4e8c-ad1a-abd03f318092,1980-08-18,,999-32-4580,S99939454,X15923529X,Ms.,Erlinda993,Powlowski563,,,S,asian,asian_indian,F,Riverside,414 Flatley Well Apt 5 Whitehall Ohio 43213 US
487e23b7-4dfa-425a-b057-2c413cc5eb84,1968-07-22,,999-65-8760,S99978762,X60098877X,Mr.,Noah480,O'Hara248,,,S,white,italian,M,Tiffin,299 Koepp Well Suite 47 Eaton Ohio 45320 US
851db95b-c66b-48f8-bbc4-1ebf2143a9c7,2006-02-20,,999-38-6797,,,,Sunny31,Murazik203,,,,white,polish,F,Gahanna,918 Sanford Green Cleveland Ohio 44101 US
5b2d5168-3379-4d16-9a7a-3691b8b19f3b,1975-07-01,,999-98-4009,S99917136,X62470082X,Mr.,Cyrus914,Kulas532,,,M,white,irish,M,Dayton,349 Wisoky Highlands Unit 44 Munsonship Ohio  US
66df7cd9-8767-45bf-a7b2-1a2d65425997,1926-10-09,2012-08-04,999-48-5276,S99917313,X31467156X,Mr.,Chuck784,Murray856,,,M,white,italian,M,Andersonship,944 Pfeffer Mews Cincinnati Ohio 45202 US
b7ad4b43-aaf4-4701-8be0-9b70d4fbadc8,1998-01-26,,999-78-5943,S99988893,X82859520X,Ms.,Kecia457,Koelpin146,,,,black,dominican,F,Brady Lake village,855 Kuhlman Green Suite 33 Toledo Ohio 43537 US
24197542-3387-4b7c-aa08-1b182fa2993d,2009-04-03,,999-95-9091,,,,Earnestine14,White193,,,,white,swedish,F,Morristown village,117 Robel Mall Cincinnati Ohio 45202 US
87e65353-2844-41f0-8cf3-2270529723cc,1954-07-26,1983-05-30,999-51-5651,S99992435,X41881720X,Mrs.,Xuan162,Cruickshank494,,Marquardt819,M,black,african,F,Centerville,1087 Fahey Parade Unit 76 Sycamoreship Ohio  US
c86a5a3a-3b7d-4fcd-9b68-96dc9dc40976,1996-09-01,,999-67-2014,S99946849,X11390900X,Mr.,Cortez851,Smitham825,,,,white,italian,M,Akron,643 West Spur Columbus Ohio 43002 US
0ec9869f-823b-4cd7-97d3-fcf5ef5a50a3,1982-06-14,,999-52-2707,S99985485,X84139507X,Mr.,Marlin805,Harris789,,,M,white,german,M,Columbus,111 Funk Lodge Perrysburgship Ohio  US
cb386b1e-c5e6-4170-9c1e-fff09775f5ff,1973-09-27,,999-70-7186,S99999523,X44612194X,Ms.,Sierra982,Bartell116,,,S,asian,chinese,F,Mason,175 Kirlin Fork Westerville Ohio 43081 US
11722e2c-38dd-4a3e-8b48-82e7d20e0110,2017-06-13,,999-77-5284,,,,Robin66,O'Conner199,,,,white,irish,M,Cincinnati,261 Mante Center Apt 20 Cincinnati Ohio 45202 US
3265626a-b0d4-45b9-a699-161d613c7f0b,1972-08-24,,999-43-9442,S99923832,X35489204X,Mrs.,Hildred696,Greenholt190,,Daugherty69,M,black,west_indian,F,Miamisburg,308 Haley Byway Suite 49 Sycamoreship Ohio  US
28c89629-e62d-46a3-a2b8-4d2421812df1,1959-10-03,,999-80-8313,S99922489,X88900433X,Mrs.,Tony646,Rosenbaum794,,Cremin516,M,white,irish,F,Akron,995 Daniel Flat Unit 46 Marysville Ohio 43040 US
454d5dd8-ba2b-47ee-adc6-7e42ed1bd18f,1938-01-27,,999-87-3433,S99961806,X44054772X,Ms.,Shameka870,Howe413,,,S,white,italian,F,Delhiship,692 Kilback Branch Unit 22 Oxford Ohio 45056 US
4b15bb16-58de-4803-81a1-dbd0a936f4c6,1943-05-06,2009-10-15,999-16-7464,S99965004,X19912492X,Mr.,Davis923,Durgan499,,,S,white,irish,M,Mayfield Heights,123 Mann Crossing Hudson Ohio 44224 US
eea4f3d3-a388-43b1-9fec-a50299d0cfd3,1956-05-11,,999-23-8427,S99981011,X4381702X,Mr.,Enrique929,Castro740,,,S,hispanic,central_american,M,Washington Court House,249 Spencer Loaf Apt 80 Middleburg Heights Ohio 44017 US
9c807a5d-caeb-415c-8cc9-dc3e63f88d1b,1968-12-31,,999-13-9199,S99921267,X57427690X,Mr.,Robert854,Lang846,,,M,white,italian,M,Columbus,609 Ankunding Orchard Suite 36 Cincinnati Ohio 45202 US
8a32a975-27a4-4fa6-b383-3cf410d04268,1917-02-14,2000-04-12,999-53-7728,S99914458,X32547776X,Mr.,Rayford811,Harber290,,,M,white,scottish,M,Brush Creekship,478 Ebert Street Apt 25 Cleveland Heights Ohio 44106 US
6bd3de7f-0f30-4251-9d66-64a05325fc5a,1946-07-23,,999-94-1828,S99965142,X89922772X,Ms.,Randa356,Jacobs452,,,S,white,italian,F,Toledo,284 Collier Station Suite 91 Burlingtonship Ohio  US
7868fe90-da13-451b-aa06-f58acb4d1650,1988-04-19,,999-62-8411,S99918714,X39477677X,Mr.,Kurtis994,Kuhic920,,,S,white,italian,M,Centership,826 Klein Track Cincinnati Ohio 45202 US
bf4e2981-c76b-4710-9cf1-999bf7dbd40d,1998-08-06,,999-11-6397,S99942313,,Ms.,Laurie826,Rosenbaum794,,,,white,portuguese,F,Lebanon,270 McDermott Vista Hudson Ohio 44224 US
1beb1e60-bbda-426d-8ef7-8375b66db7bf,2013-07-29,,999-95-7847,,,,Kurt412,Gottlieb798,,,,white,irish,M,Parma Heights,950 Sipes Frontage road Cincinnati Ohio 45202 US
bce094e1-7aed-49d8-bdcf-ccdccced5b1e,2000-03-31,,999-76-7357,S99958227,,Ms.,Ladawn167,Waelchi213,,,,white,german,F,Avon,903 Powlowski Crossroad Cleveland Heights Ohio 44106 US
a60bccba-4f43-4059-b779-90fe40619864,1935-05-10,1991-06-14,999-78-6929,S99970484,X48105995X,Mrs.,Kiley170,McLaughlin530,,Gottlieb798,M,white,american,F,Cincinnati,1035 Schumm Dale Fremont Ohio 43420 US
ae2f8ba1-c1ba-4862-aea4-05758c8b4b82,1950-11-15,,999-85-8956,S99969359,X56041273X,Mr.,Prince887,Boehm581,,,M,white,portuguese,M,Forest Park,628 Emard Street Canal Fulton Ohio 44614 US
108ca192-c7dc-45ec-ab70-50e2ed843c1c,1983-12-27,,999-11-1773,S99929229,X64164234X,Mrs.,Alia555,Welch179,,Schmeler639,M,white,irish,F,Cleveland,747 Roberts Grove Canton Ohio 44641 US
